workerid,n,pic,rt,response,browser
NA,12,8230,1095,6,Mozilla
NA,8,3550.1,4068,7,Chrome
NA,17,9320,3263,7,Chrome
NA,15,9250,2578,7,Chrome
NA,5,3160,4465,4,Chrome
NA,13,9042,5849,5,Chrome
NA,18,9373,4438,4,Chrome
NA,19,9584,2808,1,Chrome
NA,1,1052,1620,1,Chrome
NA,10,6550,2513,2,Chrome
NA,7,3530,4157,3,Chrome
NA,2,1220,1794,1,Chrome
NA,4,2053,3961,5,Chrome
NA,6,3220,3624,2,Chrome
NA,9,6212,4063,6,Chrome
NA,12,8230,2291,4,Chrome
NA,20,9592,2232,1,Chrome
NA,16,9300,2089,7,Chrome
NA,3,1274,2865,3,Chrome
NA,14,9181,2785,4,Chrome
NA,11,6838,3890,4,Chrome
NA,10,6550,2039,7,Chrome
NA,18,9373,762,7,Chrome
NA,4,2053,2146,7,Chrome
NA,2,1220,2624,1,Chrome
NA,8,3550.1,800,7,Chrome
NA,6,3220,1020,7,Chrome
NA,19,9584,2913,4,Chrome
NA,15,9250,802,7,Chrome
NA,9,6212,1201,7,Chrome
NA,1,1052,984,1,Chrome
NA,16,9300,766,7,Chrome
NA,5,3160,2294,7,Chrome
NA,12,8230,658,7,Chrome
NA,14,9181,664,7,Chrome
NA,7,3530,655,7,Chrome
NA,20,9592,1748,4,Chrome
NA,3,1274,1784,2,Chrome
NA,11,6838,6044,7,Chrome
NA,17,9320,911,7,Chrome
NA,13,9042,655,7,Chrome
NA,11,6838,33015,7,Chrome
NA,14,9181,5443,7,Chrome
NA,16,9300,2017,6,Chrome
NA,10,6550,2121,5,Chrome
NA,15,9250,3607,7,Chrome
NA,2,1220,2692,1,Chrome
NA,13,9042,2403,2,Chrome
NA,17,9320,4835,5,Chrome
NA,5,3160,2464,6,Chrome
NA,18,9373,6571,6,Chrome
NA,9,6212,3889,4,Chrome
NA,8,3550.1,5443,6,Chrome
NA,1,1052,2163,1,Chrome
NA,6,3220,5110,5,Chrome
NA,7,3530,4898,6,Chrome
NA,19,9584,4889,2,Chrome
NA,3,1274,2616,1,Chrome
NA,4,2053,4950,4,Chrome
NA,20,9592,4010,1,Chrome
NA,12,8230,2088,2,Chrome
NA,10,6550,5755,7,Chrome
NA,13,9042,1483,7,Chrome
NA,11,6838,2899,3,Chrome
NA,8,3550.1,1956,5,Chrome
NA,7,3530,5495,5,Chrome
NA,12,8230,2962,3,Chrome
NA,20,9592,2526,5,Chrome
NA,5,3160,3372,7,Chrome
NA,15,9250,2494,6,Chrome
NA,6,3220,7371,5,Chrome
NA,3,1274,15962,7,Chrome
NA,1,1052,1333,7,Chrome
NA,18,9373,7281,7,Chrome
NA,14,9181,2613,6,Chrome
NA,4,2053,4964,6,Chrome
NA,19,9584,6509,2,Chrome
NA,2,1220,1635,7,Chrome
NA,9,6212,18230,2,Chrome
NA,17,9320,1716,7,Chrome
NA,16,9300,1252,7,Chrome
NA,18,9373,7278,4,Chrome
NA,7,3530,5258,6,Chrome
NA,11,6838,3039,3,Chrome
NA,1,1052,1656,2,Chrome
NA,5,3160,3309,3,Chrome
NA,12,8230,1949,4,Chrome
NA,4,2053,3305,2,Chrome
NA,14,9181,2420,5,Chrome
NA,20,9592,1529,2,Chrome
NA,13,9042,1840,2,Chrome
NA,6,3220,1450,2,Chrome
NA,9,6212,3181,2,Chrome
NA,16,9300,1641,4,Chrome
NA,19,9584,1785,2,Chrome
NA,17,9320,1922,4,Chrome
NA,10,6550,2292,3,Chrome
NA,2,1220,1734,4,Chrome
NA,3,1274,2138,2,Chrome
NA,8,3550.1,1629,3,Chrome
NA,15,9250,2787,4,Chrome
NA,7,3530,5191,6,Chrome
NA,9,6212,2342,5,Chrome
NA,13,9042,1912,6,Chrome
NA,18,9373,3562,5,Chrome
NA,17,9320,2468,4,Chrome
NA,20,9592,6331,2,Chrome
NA,11,6838,3777,6,Chrome
NA,8,3550.1,4532,6,Chrome
NA,6,3220,1624,4,Chrome
NA,4,2053,2353,5,Chrome
NA,2,1220,1499,3,Chrome
NA,3,1274,2686,2,Chrome
NA,19,9584,2819,2,Chrome
NA,16,9300,1739,4,Chrome
NA,1,1052,3820,2,Chrome
NA,12,8230,2063,3,Chrome
NA,10,6550,2257,5,Chrome
NA,14,9181,2656,4,Chrome
NA,15,9250,2763,4,Chrome
NA,5,3160,2001,3,Chrome
NA,9,6212,6401,2,Firefox
NA,10,6550,2540,2,Firefox
NA,3,1274,1126,2,Firefox
NA,2,1220,1456,3,Firefox
NA,8,3550.1,1196,4,Firefox
NA,19,9584,1709,5,Firefox
NA,13,9042,1500,5,Firefox
NA,11,6838,3814,4,Firefox
NA,15,9250,3108,4,Firefox
NA,16,9300,3356,6,Firefox
NA,6,3220,2901,4,Firefox
NA,7,3530,1989,5,Firefox
NA,4,2053,2627,5,Firefox
NA,18,9373,3525,7,Firefox
NA,5,3160,1749,2,Firefox
NA,14,9181,2844,6,Firefox
NA,12,8230,3292,2,Firefox
NA,20,9592,4557,2,Firefox
NA,1,1052,3459,2,Firefox
NA,17,9320,1925,4,Firefox
NA,17,9320,5204,7,Firefox
NA,1,1052,3110,2,Firefox
NA,12,8230,2855,2,Firefox
NA,6,3220,4646,5,Firefox
NA,19,9584,2303,3,Firefox
NA,3,1274,2678,7,Firefox
NA,8,3550.1,5136,4,Firefox
NA,2,1220,2270,2,Firefox
NA,7,3530,3551,7,Firefox
NA,10,6550,1489,7,Firefox
NA,16,9300,959,7,Firefox
NA,14,9181,5790,6,Firefox
NA,11,6838,4677,6,Firefox
NA,9,6212,3863,6,Firefox
NA,18,9373,2280,7,Firefox
NA,15,9250,3072,6,Firefox
NA,13,9042,2424,7,Firefox
NA,5,3160,1816,3,Firefox
NA,20,9592,1974,2,Firefox
NA,4,2053,4520,4,Firefox
NA,12,8230,5930,4,Chrome
NA,2,1220,6828,7,Chrome
NA,5,3160,6883,2,Chrome
NA,3,1274,2520,7,Chrome
NA,1,1052,3394,5,Chrome
NA,18,9373,3302,4,Chrome
NA,14,9181,2510,4,Chrome
NA,13,9042,3509,1,Chrome
NA,9,6212,4005,6,Chrome
NA,15,9250,2933,7,Chrome
NA,6,3220,3292,2,Chrome
NA,7,3530,3532,5,Chrome
NA,20,9592,2133,1,Chrome
NA,4,2053,5780,5,Chrome
NA,10,6550,3653,7,Chrome
NA,19,9584,3349,1,Chrome
NA,8,3550.1,2469,4,Chrome
NA,17,9320,4340,4,Chrome
NA,16,9300,2501,7,Chrome
NA,11,6838,10366,6,Chrome
NA,20,9592,23654,6,Chrome
NA,16,9300,2722,7,Chrome
NA,4,2053,2174,7,Chrome
NA,5,3160,2760,5,Chrome
NA,13,9042,3471,5,Chrome
NA,12,8230,2670,5,Chrome
NA,8,3550.1,2865,5,Chrome
NA,10,6550,4403,3,Chrome
NA,11,6838,5168,3,Chrome
NA,6,3220,2391,4,Chrome
NA,9,6212,6371,4,Chrome
NA,19,9584,2945,2,Chrome
NA,7,3530,3470,3,Chrome
NA,17,9320,2293,5,Chrome
NA,1,1052,2374,2,Chrome
NA,18,9373,2843,2,Chrome
NA,14,9181,2433,3,Chrome
NA,15,9250,17515,3,Chrome
NA,3,1274,3165,4,Chrome
NA,2,1220,3586,3,Chrome
NA,8,3550.1,6048,5,Chrome
NA,12,8230,2119,3,Chrome
NA,17,9320,2008,2,Chrome
NA,14,9181,1782,6,Chrome
NA,2,1220,1947,1,Chrome
NA,16,9300,1984,3,Chrome
NA,13,9042,2691,3,Chrome
NA,1,1052,1813,3,Chrome
NA,7,3530,2196,6,Chrome
NA,20,9592,1741,3,Chrome
NA,19,9584,1992,5,Chrome
NA,18,9373,2993,2,Chrome
NA,5,3160,2026,4,Chrome
NA,6,3220,1725,5,Chrome
NA,4,2053,1899,7,Chrome
NA,11,6838,2814,6,Chrome
NA,9,6212,1837,6,Chrome
NA,15,9250,4829,4,Chrome
NA,3,1274,1812,1,Chrome
NA,10,6550,2874,6,Chrome
NA,8,3550.1,8451,7,Mozilla
NA,11,6838,3498,5,Mozilla
NA,1,1052,3921,4,Mozilla
NA,12,8230,2402,5,Mozilla
NA,4,2053,3185,4,Mozilla
NA,3,1274,2349,3,Mozilla
NA,6,3220,8141,4,Mozilla
NA,18,9373,3444,6,Mozilla
NA,5,3160,2229,5,Mozilla
NA,7,3530,2540,7,Mozilla
NA,16,9300,1605,7,Mozilla
NA,9,6212,4500,5,Mozilla
NA,15,9250,2170,6,Mozilla
NA,19,9584,2115,5,Mozilla
NA,13,9042,1599,7,Mozilla
NA,20,9592,3038,2,Mozilla
NA,14,9181,1816,7,Mozilla
NA,2,1220,1530,5,Mozilla
NA,10,6550,1635,6,Mozilla
NA,17,9320,1407,6,Mozilla
NA,6,3220,17339,6,Chrome
NA,16,9300,4387,7,Chrome
NA,2,1220,5690,2,Chrome
NA,7,3530,20992,7,Chrome
NA,5,3160,9590,7,Chrome
NA,11,6838,14833,6,Chrome
NA,13,9042,12464,7,Chrome
NA,18,9373,16637,6,Chrome
NA,9,6212,13127,7,Chrome
NA,10,6550,6094,7,Chrome
NA,15,9250,16124,7,Chrome
NA,17,9320,5650,6,Chrome
NA,4,2053,20415,7,Chrome
NA,20,9592,5990,3,Chrome
NA,8,3550.1,8825,7,Chrome
NA,19,9584,7359,7,Chrome
NA,12,8230,7582,7,Chrome
NA,14,9181,14707,6,Chrome
NA,1,1052,4267,4,Chrome
NA,3,1274,5718,6,Chrome
NA,18,9373,8635,6,Chrome
NA,14,9181,7790,4,Chrome
NA,1,1052,2268,4,Chrome
NA,7,3530,3671,4,Chrome
NA,6,3220,5870,4,Chrome
NA,12,8230,5780,3,Chrome
NA,16,9300,2449,6,Chrome
NA,13,9042,4793,5,Chrome
NA,19,9584,3319,4,Chrome
NA,8,3550.1,5244,4,Chrome
NA,20,9592,2845,2,Chrome
NA,17,9320,1801,6,Chrome
NA,10,6550,3711,4,Chrome
NA,11,6838,10063,2,Chrome
NA,3,1274,1954,2,Chrome
NA,5,3160,4373,5,Chrome
NA,4,2053,9956,4,Chrome
NA,15,9250,2975,4,Chrome
NA,9,6212,5457,3,Chrome
NA,2,1220,3233,4,Chrome
NA,11,6838,4161,6,Chrome
NA,8,3550.1,1501,7,Chrome
NA,10,6550,1625,6,Chrome
NA,12,8230,1266,7,Chrome
NA,14,9181,1056,7,Chrome
NA,9,6212,2250,3,Chrome
NA,2,1220,1345,7,Chrome
NA,15,9250,1094,7,Chrome
NA,20,9592,2171,3,Chrome
NA,7,3530,925,7,Chrome
NA,1,1052,1000,6,Chrome
NA,3,1274,942,6,Chrome
NA,6,3220,1815,3,Chrome
NA,4,2053,1375,6,Chrome
NA,19,9584,860,6,Chrome
NA,18,9373,873,6,Chrome
NA,16,9300,839,6,Chrome
NA,5,3160,1594,3,Chrome
NA,13,9042,2345,7,Chrome
NA,17,9320,1535,6,Chrome
NA,13,9042,22884,5,Firefox
NA,16,9300,6473,5,Firefox
NA,19,9584,10439,3,Firefox
NA,12,8230,8076,4,Firefox
NA,1,1052,8283,2,Firefox
NA,18,9373,35617,4,Firefox
NA,15,9250,7973,4,Firefox
NA,2,1220,10668,2,Firefox
NA,7,3530,11577,5,Firefox
NA,5,3160,5208,3,Firefox
NA,8,3550.1,4121,6,Firefox
NA,4,2053,6621,3,Firefox
NA,6,3220,6273,3,Firefox
NA,14,9181,11164,6,Firefox
NA,11,6838,8259,5,Firefox
NA,3,1274,3324,2,Firefox
NA,9,6212,4806,6,Firefox
NA,20,9592,3514,1,Firefox
NA,17,9320,4520,3,Firefox
NA,10,6550,5968,7,Firefox
NA,17,9320,4026,7,Firefox
NA,20,9592,2348,4,Firefox
NA,2,1220,4371,5,Firefox
NA,18,9373,4338,5,Firefox
NA,8,3550.1,2556,6,Firefox
NA,6,3220,2364,5,Firefox
NA,12,8230,1810,5,Firefox
NA,4,2053,3228,6,Firefox
NA,7,3530,4092,6,Firefox
NA,11,6838,14467,6,Firefox
NA,15,9250,8028,6,Firefox
NA,1,1052,1955,6,Firefox
NA,14,9181,3019,5,Firefox
NA,19,9584,1459,5,Firefox
NA,3,1274,1355,5,Firefox
NA,5,3160,3372,6,Firefox
NA,16,9300,1171,6,Firefox
NA,13,9042,2363,5,Firefox
NA,10,6550,3156,6,Firefox
NA,9,6212,8419,6,Firefox
NA,15,9250,4163,5,Chrome
NA,5,3160,3799,6,Chrome
NA,11,6838,5372,6,Chrome
NA,7,3530,7683,7,Chrome
NA,18,9373,1868,6,Chrome
NA,6,3220,2016,5,Chrome
NA,2,1220,1811,4,Chrome
NA,3,1274,6889,5,Chrome
NA,10,6550,5221,7,Chrome
NA,17,9320,4369,6,Chrome
NA,12,8230,13682,5,Chrome
NA,19,9584,10911,4,Chrome
NA,16,9300,7210,6,Chrome
NA,13,9042,37144,6,Chrome
NA,1,1052,29575,5,Chrome
NA,9,6212,6633,6,Chrome
NA,20,9592,13887,3,Chrome
NA,14,9181,2156,7,Chrome
NA,4,2053,2942,3,Chrome
NA,8,3550.1,2528,6,Chrome
NA,15,9250,5957,6,Chrome
NA,17,9320,2158,7,Chrome
NA,13,9042,7457,3,Chrome
NA,10,6550,4360,4,Chrome
NA,18,9373,4277,6,Chrome
NA,14,9181,3236,4,Chrome
NA,11,6838,9317,4,Chrome
NA,6,3220,14354,3,Chrome
NA,1,1052,2312,2,Chrome
NA,16,9300,1561,7,Chrome
NA,12,8230,3154,4,Chrome
NA,8,3550.1,2886,5,Chrome
NA,5,3160,5990,4,Chrome
NA,7,3530,2736,4,Chrome
NA,4,2053,4829,3,Chrome
NA,9,6212,3199,2,Chrome
NA,19,9584,2705,2,Chrome
NA,3,1274,5050,2,Chrome
NA,20,9592,2407,1,Chrome
NA,2,1220,2188,2,Chrome
NA,18,9373,3890,5,Safari
NA,20,9592,3586,1,Safari
NA,9,6212,2587,4,Safari
NA,17,9320,3099,4,Safari
NA,1,1052,1468,1,Safari
NA,5,3160,2780,3,Safari
NA,4,2053,5338,2,Safari
NA,19,9584,3357,2,Safari
NA,3,1274,2051,1,Safari
NA,11,6838,3868,2,Safari
NA,12,8230,2291,2,Safari
NA,14,9181,2299,4,Safari
NA,10,6550,3036,1,Safari
NA,15,9250,2588,4,Safari
NA,7,3530,2109,3,Safari
NA,16,9300,2044,3,Safari
NA,2,1220,2075,1,Safari
NA,13,9042,2363,3,Safari
NA,6,3220,3724,2,Safari
NA,8,3550.1,4107,3,Safari
NA,12,8230,14607,6,Chrome
NA,19,9584,837,4,Chrome
NA,15,9250,366,4,Chrome
NA,20,9592,264,3,Chrome
NA,3,1274,233,6,Chrome
NA,11,6838,435,7,Chrome
NA,10,6550,128,3,Chrome
NA,17,9320,248,6,Chrome
NA,2,1220,384,3,Chrome
NA,6,3220,305,1,Chrome
NA,14,9181,312,5,Chrome
NA,4,2053,64,7,Chrome
NA,9,6212,16,3,Chrome
NA,1,1052,313,2,Chrome
NA,13,9042,313,6,Chrome
NA,18,9373,25,4,Chrome
NA,7,3530,184,5,Chrome
NA,16,9300,6611,6,Chrome
NA,5,3160,418,4,Chrome
NA,8,3550.1,344,7,Chrome
NA,20,9592,10416,5,Chrome
NA,13,9042,6168,6,Chrome
NA,19,9584,4869,5,Chrome
NA,11,6838,13882,5,Chrome
NA,14,9181,8205,7,Chrome
NA,12,8230,2668,5,Chrome
NA,15,9250,4972,6,Chrome
NA,17,9320,5536,6,Chrome
NA,6,3220,5002,5,Chrome
NA,1,1052,4656,4,Chrome
NA,4,2053,8707,5,Chrome
NA,3,1274,4135,5,Chrome
NA,16,9300,2386,6,Chrome
NA,8,3550.1,3556,6,Chrome
NA,18,9373,5185,6,Chrome
NA,10,6550,4591,5,Chrome
NA,2,1220,2923,4,Chrome
NA,7,3530,8702,6,Chrome
NA,5,3160,5250,5,Chrome
NA,9,6212,5795,5,Chrome
NA,1,1052,11642,3,Mozilla
NA,10,6550,3228,7,Mozilla
NA,20,9592,1819,3,Mozilla
NA,19,9584,2338,5,Mozilla
NA,7,3530,2060,7,Mozilla
NA,15,9250,2299,7,Mozilla
NA,6,3220,1454,4,Mozilla
NA,8,3550.1,3280,7,Mozilla
NA,17,9320,2081,6,Mozilla
NA,18,9373,4953,6,Mozilla
NA,4,2053,2788,6,Mozilla
NA,12,8230,2354,6,Mozilla
NA,16,9300,1991,5,Mozilla
NA,9,6212,4101,3,Mozilla
NA,3,1274,3413,7,Mozilla
NA,11,6838,2509,5,Mozilla
NA,5,3160,2164,4,Mozilla
NA,2,1220,3268,7,Mozilla
NA,14,9181,1441,7,Mozilla
NA,13,9042,1760,5,Mozilla
NA,11,6838,2659,4,Chrome
NA,20,9592,2419,6,Chrome
NA,8,3550.1,1590,7,Chrome
NA,2,1220,873,4,Chrome
NA,16,9300,2017,7,Chrome
NA,18,9373,2403,3,Chrome
NA,3,1274,2006,2,Chrome
NA,12,8230,1841,5,Chrome
NA,19,9584,1889,2,Chrome
NA,10,6550,2046,1,Chrome
NA,13,9042,2167,1,Chrome
NA,9,6212,2799,1,Chrome
NA,14,9181,1765,6,Chrome
NA,7,3530,1762,3,Chrome
NA,5,3160,2282,2,Chrome
NA,15,9250,1414,6,Chrome
NA,6,3220,2411,4,Chrome
NA,4,2053,2256,3,Chrome
NA,17,9320,1933,7,Chrome
NA,1,1052,2032,1,Chrome
NA,12,8230,3573,7,Chrome
NA,5,3160,1606,4,Chrome
NA,16,9300,862,7,Chrome
NA,6,3220,1085,3,Chrome
NA,14,9181,1963,5,Chrome
NA,15,9250,1261,6,Chrome
NA,2,1220,1133,5,Chrome
NA,19,9584,997,5,Chrome
NA,4,2053,1549,7,Chrome
NA,10,6550,2538,7,Chrome
NA,13,9042,2998,6,Chrome
NA,20,9592,1573,5,Chrome
NA,9,6212,3693,7,Chrome
NA,17,9320,4032,7,Chrome
NA,3,1274,1746,5,Chrome
NA,11,6838,4415,6,Chrome
NA,7,3530,1925,7,Chrome
NA,8,3550.1,1363,7,Chrome
NA,1,1052,6192,5,Chrome
NA,18,9373,2549,7,Chrome
NA,10,6550,5897,5,Firefox
NA,14,9181,3879,7,Firefox
NA,3,1274,2980,1,Firefox
NA,11,6838,4405,7,Firefox
NA,8,3550.1,2808,3,Firefox
NA,6,3220,2718,3,Firefox
NA,15,9250,4180,3,Firefox
NA,9,6212,2137,5,Firefox
NA,17,9320,1835,7,Firefox
NA,5,3160,1780,2,Firefox
NA,20,9592,1570,1,Firefox
NA,4,2053,3178,7,Firefox
NA,13,9042,1661,7,Firefox
NA,7,3530,4139,4,Firefox
NA,1,1052,7075,1,Firefox
NA,2,1220,1226,1,Firefox
NA,12,8230,1278,1,Firefox
NA,16,9300,2861,7,Firefox
NA,18,9373,971710,1,Firefox
NA,19,9584,1018,1,Firefox
NA,8,3550.1,24248,5,Firefox
NA,12,8230,10746,6,Firefox
NA,18,9373,8097,6,Firefox
NA,11,6838,11913,6,Firefox
NA,2,1220,4616,4,Firefox
NA,1,1052,10780,5,Firefox
NA,17,9320,5882,7,Firefox
NA,20,9592,5629,5,Firefox
NA,15,9250,5843,5,Firefox
NA,14,9181,7749,5,Firefox
NA,4,2053,9953,5,Firefox
NA,10,6550,3891,7,Firefox
NA,3,1274,7377,5,Firefox
NA,16,9300,7610,5,Firefox
NA,19,9584,4677,4,Firefox
NA,5,3160,9041,5,Firefox
NA,9,6212,3958,6,Firefox
NA,6,3220,8508,5,Firefox
NA,7,3530,7425,6,Firefox
NA,13,9042,5788,6,Firefox
NA,20,9592,7733,2,Chrome
NA,6,3220,8910,3,Chrome
NA,15,9250,4075,4,Chrome
NA,11,6838,11786,3,Chrome
NA,19,9584,4412,2,Chrome
NA,12,8230,6123,4,Chrome
NA,5,3160,4955,4,Chrome
NA,13,9042,6475,3,Chrome
NA,8,3550.1,5179,5,Chrome
NA,7,3530,6010,5,Chrome
NA,14,9181,8027,6,Chrome
NA,9,6212,11322,5,Chrome
NA,3,1274,4922,2,Chrome
NA,4,2053,7643,3,Chrome
NA,16,9300,3228,4,Chrome
NA,10,6550,4315,6,Chrome
NA,2,1220,3482,2,Chrome
NA,17,9320,5308,5,Chrome
NA,18,9373,2506,6,Chrome
NA,1,1052,3515,2,Chrome
NA,20,9592,1924,4,Chrome
NA,2,1220,1484,7,Chrome
NA,15,9250,1216,6,Chrome
NA,8,3550.1,1562,6,Chrome
NA,5,3160,1946,3,Chrome
NA,7,3530,2054,6,Chrome
NA,19,9584,2334,4,Chrome
NA,12,8230,1870,5,Chrome
NA,16,9300,1897,7,Chrome
NA,1,1052,1838,5,Chrome
NA,13,9042,1489,5,Chrome
NA,6,3220,1774,5,Chrome
NA,11,6838,2559,5,Chrome
NA,14,9181,1672,6,Chrome
NA,18,9373,1455,6,Chrome
NA,9,6212,3378,4,Chrome
NA,17,9320,1548,7,Chrome
NA,3,1274,2768,5,Chrome
NA,10,6550,2981,4,Chrome
NA,4,2053,2425,5,Chrome
NA,7,3530,2394,7,Firefox
NA,19,9584,1273,7,Firefox
NA,1,1052,1740,5,Firefox
NA,11,6838,3560,7,Firefox
NA,14,9181,2244,7,Firefox
NA,2,1220,1385,6,Firefox
NA,18,9373,1730,7,Firefox
NA,13,9042,3284,7,Firefox
NA,8,3550.1,1225,7,Firefox
NA,15,9250,2053,7,Firefox
NA,4,2053,1796,7,Firefox
NA,3,1274,1599,6,Firefox
NA,17,9320,1147,7,Firefox
NA,9,6212,1645,6,Firefox
NA,20,9592,1420,6,Firefox
NA,6,3220,1926,7,Firefox
NA,10,6550,1761,7,Firefox
NA,12,8230,1069,7,Firefox
NA,5,3160,1324,7,Firefox
NA,16,9300,1069,7,Firefox
NA,9,6212,9539,4,Chrome
NA,19,9584,4351,5,Chrome
NA,11,6838,9700,4,Chrome
NA,8,3550.1,6181,5,Chrome
NA,16,9300,2133,6,Chrome
NA,15,9250,2811,5,Chrome
NA,5,3160,2388,5,Chrome
NA,13,9042,3301,7,Chrome
NA,3,1274,5492,3,Chrome
NA,14,9181,4381,3,Chrome
NA,10,6550,5462,5,Chrome
NA,1,1052,2052,3,Chrome
NA,18,9373,5220,4,Chrome
NA,6,3220,5791,3,Chrome
NA,17,9320,3124,6,Chrome
NA,20,9592,5598,2,Chrome
NA,4,2053,2309,3,Chrome
NA,2,1220,8182,2,Chrome
NA,7,3530,4029,4,Chrome
NA,12,8230,3173,4,Chrome
NA,11,6838,10628,7,Chrome
NA,2,1220,2951,5,Chrome
NA,10,6550,1695,7,Chrome
NA,14,9181,1916,7,Chrome
NA,15,9250,2454,6,Chrome
NA,19,9584,213909,7,Chrome
NA,17,9320,2207,6,Chrome
NA,7,3530,2156,7,Chrome
NA,5,3160,2624,7,Chrome
NA,12,8230,1784,7,Chrome
NA,6,3220,5807,6,Chrome
NA,1,1052,1925,7,Chrome
NA,3,1274,1881,6,Chrome
NA,20,9592,4503,5,Chrome
NA,4,2053,2769,6,Chrome
NA,9,6212,4400,6,Chrome
NA,18,9373,1857,7,Chrome
NA,16,9300,1713,7,Chrome
NA,13,9042,2838,6,Chrome
NA,8,3550.1,1740,7,Chrome
NA,14,9181,5483,1,Chrome
NA,2,1220,8191,1,Chrome
NA,1,1052,1894,1,Chrome
NA,5,3160,3474,4,Chrome
NA,7,3530,2963,7,Chrome
NA,18,9373,2897,1,Chrome
NA,6,3220,6134,4,Chrome
NA,9,6212,2585,7,Chrome
NA,12,8230,4305,7,Chrome
NA,13,9042,2362,7,Chrome
NA,15,9250,4034,1,Chrome
NA,3,1274,2063,1,Chrome
NA,17,9320,3839,4,Chrome
NA,11,6838,4564,7,Chrome
NA,16,9300,2571,4,Chrome
NA,8,3550.1,4472,4,Chrome
NA,20,9592,1917,1,Chrome
NA,10,6550,2143,7,Chrome
NA,4,2053,3611,1,Chrome
NA,19,9584,1799,1,Chrome
NA,15,9250,7253,3,Chrome
NA,9,6212,3145,6,Chrome
NA,3,1274,2977,2,Chrome
NA,20,9592,3035,4,Chrome
NA,14,9181,5740,2,Chrome
NA,5,3160,3999,6,Chrome
NA,1,1052,4113,2,Chrome
NA,10,6550,2446,7,Chrome
NA,13,9042,3239,7,Chrome
NA,8,3550.1,1846,7,Chrome
NA,12,8230,3084,6,Chrome
NA,4,2053,4737,2,Chrome
NA,7,3530,2745,7,Chrome
NA,18,9373,5860,5,Chrome
NA,6,3220,5334,2,Chrome
NA,16,9300,2766,7,Chrome
NA,19,9584,3137,4,Chrome
NA,17,9320,3270,7,Chrome
NA,11,6838,3390,7,Chrome
NA,2,1220,2874,2,Chrome
NA,9,6212,4137,5,Chrome
NA,16,9300,2010,6,Chrome
NA,3,1274,3293,4,Chrome
NA,17,9320,2586,5,Chrome
NA,6,3220,3334,4,Chrome
NA,7,3530,2659,7,Chrome
NA,12,8230,1882,6,Chrome
NA,18,9373,1975,4,Chrome
NA,10,6550,1694,4,Chrome
NA,8,3550.1,24318,4,Chrome
NA,4,2053,4739,3,Chrome
NA,2,1220,4310,2,Chrome
NA,13,9042,1674,6,Chrome
NA,15,9250,1740,4,Chrome
NA,1,1052,2258,1,Chrome
NA,5,3160,3060,6,Chrome
NA,19,9584,4850,3,Chrome
NA,11,6838,8589,5,Chrome
NA,14,9181,8690,4,Chrome
NA,20,9592,11200,3,Chrome
NA,16,9300,5431,5,Firefox
NA,5,3160,907,6,Firefox
NA,20,9592,1304,3,Firefox
NA,10,6550,1972,2,Firefox
NA,2,1220,3079,2,Firefox
NA,7,3530,1476,6,Firefox
NA,6,3220,1497,5,Firefox
NA,9,6212,1833,2,Firefox
NA,11,6838,1544,3,Firefox
NA,4,2053,1468,5,Firefox
NA,3,1274,1017,1,Firefox
NA,8,3550.1,757,7,Firefox
NA,19,9584,1149,3,Firefox
NA,17,9320,624,6,Firefox
NA,14,9181,549,7,Firefox
NA,18,9373,354,6,Firefox
NA,13,9042,540,6,Firefox
NA,1,1052,1244,2,Firefox
NA,15,9250,893,6,Firefox
NA,12,8230,823,4,Firefox
NA,10,6550,5267,4,Chrome
NA,16,9300,3021,4,Chrome
NA,6,3220,6523,3,Chrome
NA,5,3160,3963,3,Chrome
NA,12,8230,3755,2,Chrome
NA,17,9320,4386,3,Chrome
NA,9,6212,6109,4,Chrome
NA,15,9250,6572,4,Chrome
NA,7,3530,7973,4,Chrome
NA,4,2053,4154,3,Chrome
NA,18,9373,3605,3,Chrome
NA,20,9592,2875,2,Chrome
NA,3,1274,2305,6,Chrome
NA,14,9181,2436,4,Chrome
NA,1,1052,2285,3,Chrome
NA,19,9584,2415,7,Chrome
NA,2,1220,2485,7,Chrome
NA,11,6838,3403,5,Chrome
NA,13,9042,3516,5,Chrome
NA,8,3550.1,2514,5,Chrome
NA,3,1274,6245,2,Firefox
NA,9,6212,3948,3,Firefox
NA,2,1220,2474,3,Firefox
NA,17,9320,4281,5,Firefox
NA,12,8230,4393,4,Firefox
NA,13,9042,7771,6,Firefox
NA,10,6550,3866,6,Firefox
NA,20,9592,1435,6,Firefox
NA,8,3550.1,2331,5,Firefox
NA,7,3530,2411,4,Firefox
NA,16,9300,1787,4,Firefox
NA,6,3220,3977,4,Firefox
NA,1,1052,1779,3,Firefox
NA,18,9373,3205,4,Firefox
NA,14,9181,3188,4,Firefox
NA,11,6838,7543,4,Firefox
NA,5,3160,3187,5,Firefox
NA,15,9250,2908,5,Firefox
NA,4,2053,1490,5,Firefox
NA,19,9584,2203,4,Firefox
NA,18,9373,8359,4,Chrome
NA,20,9592,3225,3,Chrome
NA,6,3220,1974,2,Chrome
NA,5,3160,1949,3,Chrome
NA,14,9181,1943,7,Chrome
NA,13,9042,6538,4,Chrome
NA,19,9584,2310,3,Chrome
NA,2,1220,1734,3,Chrome
NA,16,9300,2110,5,Chrome
NA,9,6212,1894,4,Chrome
NA,4,2053,2518,3,Chrome
NA,8,3550.1,3078,3,Chrome
