ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Description,mturkID,age,sex,ethnicity,country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,StartDate2,EndDate2,rt
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:07,3/15/13 11:17,1,1,NA,31,2,5,1,6,6,7,5,6,6,4,6,5,7,6,5,7,2,6,5,6,6,5,4,5,5,4,6,6,6,7,4,6,7,6,6,5,6,6,7,6,7,5,6,7,4,6,7,6,6,6,6,7,7,7,6,6,6,6,5,6,7,6,6,3,6,6,7,6,6,6,5,6,7,5,6,5,6,5,4,6,7,5,6,6,5,7,5,6,6,6,3/15/13 11:07,3/15/13 11:17,9.833333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:10,3/15/13 11:17,1,1,NA,34,1,5,1,1,1,1,1,1,1,3,2,1,1,1,1,1,7,4,1,3,2,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,1,2,3,1,1,6,1,1,1,1,7,1,1,3,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3/15/13 11:10,3/15/13 11:17,7.716666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:18,1,1,NA,33,1,7,1,2,2,2,2,2,2,4,2,5,3,2,2,2,4,2,4,2,3,1,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,5,2,2,2,2,3,2,2,2,5,2,2,5,1,2,2,6,2,6,3,2,2,4,5,2,5,2,2,2,2,2,2,5,3,2,5,3,3,5,2,2,3,2,2,2,3/15/13 11:03,3/15/13 11:18,14.6
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:13,3/15/13 11:18,1,1,NA,22,1,5,1,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,1,3,5,4,3,5,6,5,5,4,6,5,5,5,5,6,5,4,6,5,5,5,5,4,4,2,5,3,4,3,4,4,3,1,4,4,4,5,4,3,5,3,5,5,5,4,6,5,5,5,5,4,5,2,3,3,3,4,6,4,4,5,5,5,2,7,3,4,6,5,6,3/15/13 11:13,3/15/13 11:18,5.4
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:18,1,1,NA,55,2,5,1,6,5,5,3,5,5,4,6,6,5,6,5,5,6,7,5,5,6,5,5,5,5,3,5,5,6,6,5,6,6,5,6,6,5,6,6,6,5,6,6,6,4,6,6,5,5,5,5,5,5,5,4,6,5,5,5,5,5,2,6,2,6,6,6,6,4,5,6,3,5,5,6,4,6,5,3,5,6,4,4,5,5,5,3,6,4,3,3/15/13 11:06,3/15/13 11:18,11.9
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:18,1,1,NA,32,2,4,1,5,3,1,3,5,5,1,2,4,1,5,4,6,4,4,2,1,4,1,4,2,1,3,3,2,2,1,2,5,4,4,2,4,5,6,4,4,2,5,4,7,4,7,3,3,3,3,1,4,1,1,4,4,1,3,3,7,3,4,5,4,6,7,6,4,6,4,4,5,3,3,3,3,1,4,4,4,6,4,2,4,2,5,1,6,2,5,3/15/13 11:11,3/15/13 11:18,7.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:18,1,1,NA,28,1,5,1,6,5,5,5,6,5,5,4,6,4,5,6,6,4,2,6,6,6,7,6,7,6,5,5,4,5,6,6,5,6,5,2,5,5,5,6,6,4,6,5,6,4,6,6,6,7,4,5,6,6,7,5,6,5,6,6,5,5,5,6,1,7,5,5,6,7,5,7,5,6,6,6,5,7,6,4,6,7,5,5,6,6,5,5,6,4,6,3/15/13 11:12,3/15/13 11:18,6.566666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:06,3/15/13 11:19,1,1,NA,21,1,5,1,5,5,4,2,5,5,5,6,6,2,6,5,5,6,5,6,4,4,5,3,5,4,5,2,5,5,3,4,5,4,5,3,6,5,5,5,5,3,5,6,6,5,5,5,3,3,3,3,4,3,3,3,5,5,4,4,5,3,3,5,4,4,5,5,5,6,6,3,4,5,2,3,5,5,5,2,3,3,4,6,2,2,5,5,6,4,4,3/15/13 11:06,3/15/13 11:19,12.66666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:19,1,1,NA,19,1,5,1,5,5,3,3,5,5,5,5,6,5,5,5,5,5,7,5,5,5,5,4,5,5,3,5,5,3,5,2,5,4,3,3,5,4,5,5,5,6,5,4,6,3,5,5,5,5,3,5,4,5,5,5,3,3,5,3,5,2,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,4,5,4,3,5,3,4,5,5,4,3,5,4,2,3/15/13 11:11,3/15/13 11:19,7.7
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:19,1,1,NA,28,2,5,1,4,4,1,4,3,5,2,3,3,4,5,6,5,4,5,2,4,2,2,3,2,3,6,4,3,2,4,1,4,5,4,4,4,7,5,5,4,5,5,5,4,4,5,4,3,4,3,5,3,4,3,3,6,4,5,6,6,5,6,5,4,5,5,6,4,5,4,3,4,3,2,3,4,3,5,4,3,4,3,3,2,3,1,2,4,2,6,3/15/13 11:11,3/15/13 11:19,7.766666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:10,3/15/13 11:19,1,1,NA,24,2,4,1,3,6,6,2,5,3,2,2,3,6,6,3,5,3,5,5,2,6,6,3,2,2,5,3,6,6,6,3,6,6,6,6,6,3,6,6,5,6,6,6,7,5,7,6,3,3,6,5,6,3,7,3,6,6,7,2,6,6,2,6,2,7,5,6,6,7,6,7,6,6,6,6,1,6,7,6,5,7,6,2,6,6,5,6,7,5,7,3/15/13 11:10,3/15/13 11:19,8.816666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:49,3/15/13 11:19,1,1,NA,23,1,5,1,4,3,3,5,4,6,5,2,4,3,4,4,5,5,6,5,3,4,4,4,4,4,4,2,4,4,3,3,3,2,2,2,3,3,3,4,4,2,4,3,4,3,4,5,3,3,3,4,2,4,3,4,4,3,4,3,4,3,4,5,6,4,4,5,4,5,5,5,3,4,4,4,2,3,4,2,3,4,3,3,3,2,2,2,4,3,2,3/15/13 10:49,3/15/13 11:19,29.98333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:03,3/15/13 11:19,1,1,NA,33,2,5,1,7,5,3,5,5,7,6,5,7,3,7,5,6,3,6,5,3,5,6,5,6,2,4,5,5,2,3,2,6,2,5,3,5,7,3,5,5,3,6,6,2,6,6,3,2,3,2,5,6,2,3,5,6,5,4,3,5,3,7,6,6,7,6,7,2,6,3,6,7,2,3,3,6,2,6,5,3,7,3,3,5,5,2,5,5,2,6,3/15/13 11:03,3/15/13 11:19,16.43333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:13,3/15/13 11:19,1,1,NA,26,1,5,1,4,3,3,3,4,4,4,3,4,4,3,3,4,6,6,4,4,6,5,3,4,2,4,4,2,3,6,4,3,3,3,3,4,5,3,2,3,5,2,3,4,3,4,3,6,3,2,5,3,3,4,3,3,3,5,5,2,3,5,3,5,4,4,4,5,3,3,3,2,3,6,4,3,4,5,3,3,3,3,3,5,3,3,2,3,2,5,3/15/13 11:13,3/15/13 11:19,6.25
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:08,3/15/13 11:19,1,1,NA,27,2,5,1,5,2,2,6,6,6,5,3,5,4,6,6,6,3,5,4,6,3,3,3,5,3,4,3,2,6,5,6,6,6,4,2,5,6,4,6,5,6,5,6,6,2,6,6,3,6,5,5,4,2,6,3,6,3,5,6,6,6,5,3,5,6,5,6,5,6,4,3,5,4,5,4,6,4,6,6,2,6,3,6,5,3,3,5,3,4,3,3/15/13 11:08,3/15/13 11:19,11.71666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:19,1,1,NA,24,2,5,1,3,2,3,4,4,2,3,2,2,2,3,3,3,6,4,3,3,2,3,3,3,3,5,3,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,5,4,2,2,3,3,2,3,2,2,3,3,4,3,3,3,5,4,5,3,3,5,3,3,4,4,2,4,4,3,2,2,5,4,3,5,3,3,4,3,5,3,3,2,3,3/15/13 11:12,3/15/13 11:19,7.1
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:05,3/15/13 11:20,1,1,NA,55,2,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,3,3,4,3,4,3,3,4,3,3,4,5,5,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,4,5,4,5,4,5,4,5,4,4,5,3,5,4,3,5,3,4,4,4,4,3,4,3,4,3/15/13 11:05,3/15/13 11:20,14.86666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:08,3/15/13 11:20,1,1,NA,21,1,2,1,7,7,7,5,7,7,7,7,7,7,7,7,7,2,7,7,6,6,7,6,7,6,7,7,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,6,7,7,7,7,7,7,7,6,2,6,4,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,7,7,7,6,7,6,2,6,7,1,6,3/15/13 11:08,3/15/13 11:20,11.7
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:20,1,1,NA,30,1,5,1,4,4,3,4,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,5,4,4,3,4,4,5,5,5,4,4,5,4,4,4,4,4,4,5,5,4,5,5,4,4,3,5,4,3,4,4,5,5,4,5,4,4,5,4,3,4,5,4,4,3/15/13 11:12,3/15/13 11:20,7.166666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:07,3/15/13 11:20,1,1,NA,54,2,4,1,5,1,1,1,5,5,1,3,5,7,5,3,5,6,5,1,1,6,1,1,5,1,1,7,1,1,2,1,5,3,1,1,7,5,3,6,5,7,5,5,7,2,7,5,3,3,1,7,3,1,7,7,5,2,1,5,1,1,3,5,1,5,5,7,3,7,2,5,2,5,5,5,2,3,3,1,1,5,2,7,1,1,3,1,3,1,3,3/15/13 11:07,3/15/13 11:20,12.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:56,3/15/13 11:20,1,1,NA,37,1,5,1,5,4,4,5,6,4,5,4,5,6,4,4,4,5,6,4,4,5,4,2,3,4,5,4,4,4,4,3,4,4,6,4,5,4,4,6,4,5,5,4,4,4,4,3,3,2,4,4,3,3,5,2,5,5,5,4,4,4,5,6,5,5,4,6,4,4,4,3,4,4,3,4,4,5,6,4,4,6,4,4,4,4,4,4,4,3,4,3/15/13 10:56,3/15/13 11:20,23.58333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:41,3/15/13 11:21,1,1,NA,26,2,3,1,7,5,7,7,7,7,7,7,7,7,7,7,7,3,7,7,5,5,5,5,5,5,7,7,7,7,7,7,5,7,7,7,6,3,7,7,7,7,7,7,6,7,7,5,7,7,5,7,7,2,7,7,7,7,7,7,7,7,5,7,6,7,7,7,7,7,7,5,7,6,5,1,5,7,7,4,7,7,7,7,7,5,5,7,7,7,6,3/15/13 10:41,3/15/13 11:21,39.96666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:21,1,1,NA,29,2,5,1,6,6,6,5,7,6,5,5,5,6,6,6,7,4,7,5,6,6,7,6,6,4,6,6,6,6,6,5,6,7,7,5,5,5,7,6,7,6,6,6,6,6,7,7,6,6,6,6,5,6,5,6,7,6,5,6,7,5,5,6,4,6,7,6,7,6,6,6,5,7,6,7,5,6,6,4,6,6,6,5,5,5,5,5,6,6,3,3/15/13 11:12,3/15/13 11:21,8.483333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:21,1,1,NA,30,1,5,1,7,7,3,5,5,7,7,4,7,4,7,7,7,5,7,7,2,7,1,2,4,1,6,7,6,4,4,4,6,7,3,5,5,6,6,7,7,7,3,7,7,6,7,4,2,6,2,7,4,4,7,7,4,5,7,6,7,3,7,7,5,7,5,7,6,6,7,5,5,6,5,4,6,5,7,7,5,7,5,7,7,4,6,7,7,2,3,3/15/13 11:11,3/15/13 11:21,9.65
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:22,1,1,NA,30,1,5,1,5,5,3,5,5,6,5,5,6,2,5,5,5,6,6,5,2,6,2,6,3,1,6,4,2,3,4,4,4,3,2,2,5,3,5,4,5,2,4,5,2,4,4,5,2,3,3,2,5,4,2,1,3,2,2,2,3,2,5,5,6,3,5,6,4,2,4,3,3,3,3,2,3,3,2,2,2,2,1,2,1,2,2,1,4,4,2,3/15/13 11:12,3/15/13 11:22,9.65
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:22,1,1,NA,30,1,5,1,5,2,3,5,2,5,3,4,4,3,2,5,5,5,5,4,2,4,4,5,6,3,2,4,3,3,2,3,4,3,3,2,5,4,3,3,3,2,5,3,5,2,5,4,3,3,2,2,3,3,5,3,3,2,3,2,3,2,3,5,4,5,2,5,4,3,3,5,2,6,3,2,3,3,5,3,4,4,2,3,3,3,3,2,3,6,3,3/15/13 11:11,3/15/13 11:22,10.88333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:05,3/15/13 11:22,1,1,NA,44,2,5,1,6,5,5,3,5,5,5,6,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,6,4,6,4,3,3/15/13 11:05,3/15/13 11:22,17.45
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:13,3/15/13 11:22,1,1,NA,29,1,5,1,2,1,1,1,1,2,4,4,2,3,2,2,3,5,7,4,2,3,3,3,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,1,5,3,2,3,3,3,2,1,2,2,2,3,3,5,1,5,2,2,1,4,6,6,3,6,6,5,5,2,6,1,4,5,2,2,3,6,2,1,4,2,1,3,5,2,2,5,2,1,3/15/13 11:13,3/15/13 11:22,9.683333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:22,1,1,NA,50,2,5,1,3,3,3,3,3,5,3,3,5,3,3,2,5,6,6,2,3,5,6,5,7,5,2,2,2,2,3,3,3,5,5,2,5,5,3,3,3,5,3,3,3,2,5,5,5,5,1,3,5,5,5,5,5,2,5,5,3,2,2,5,3,5,3,5,5,5,3,6,1,6,5,6,6,3,5,5,2,5,2,2,5,2,5,1,5,2,1,3/15/13 11:12,3/15/13 11:22,10.33333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:12,3/15/13 11:23,1,1,NA,66,2,5,1,5,5,3,3,3,5,5,4,5,4,5,5,5,3,5,4,5,6,5,5,5,4,6,3,4,3,4,5,4,5,2,5,4,5,2,4,4,5,1,5,6,4,2,5,3,4,3,5,3,3,6,5,5,4,5,5,5,3,1,2,2,5,5,5,4,4,5,4,2,7,5,5,5,4,7,6,4,4,3,4,7,5,5,4,4,2,5,3/15/13 11:12,3/15/13 11:23,10.13333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:14,3/15/13 11:23,1,1,NA,37,2,5,1,6,6,5,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,2,6,2,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,3/15/13 11:14,3/15/13 11:23,8.666666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 10:54,3/15/13 11:23,1,1,NA,20,1,5,1,5,3,2,4,7,5,5,5,5,2,2,3,6,5,5,5,4,5,5,3,3,2,5,2,3,2,5,2,6,5,3,5,5,3,3,5,4,6,5,3,5,3,6,5,2,3,2,5,3,4,5,6,2,4,6,4,4,2,5,4,5,6,6,5,5,6,5,2,3,5,7,2,3,3,6,3,4,6,2,2,6,5,3,5,3,5,2,3/15/13 10:54,3/15/13 11:23,28.73333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:14,3/15/13 11:23,1,1,NA,30,1,5,1,4,4,4,4,4,4,3,3,3,5,5,4,4,4,4,4,2,5,2,4,3,3,2,5,5,4,3,3,4,5,4,4,4,5,4,4,5,5,5,5,5,4,5,4,4,3,4,5,4,4,5,5,5,6,5,4,4,4,6,4,4,4,5,5,4,4,4,3,5,2,4,5,6,5,5,5,4,5,4,4,5,5,4,3,5,4,6,3/15/13 11:14,3/15/13 11:23,9.1
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:14,3/15/13 11:24,1,1,NA,46,2,5,1,6,3,4,4,5,5,5,4,5,3,4,4,3,5,5,5,5,5,5,5,6,3,3,4,5,5,3,6,4,5,4,4,5,5,5,4,3,4,2,4,4,3,6,6,3,4,3,5,3,4,5,4,5,5,4,4,3,5,5,5,3,6,4,6,4,5,4,6,4,5,5,4,3,5,6,5,5,4,5,4,4,3,5,2,5,3,4,3/15/13 11:14,3/15/13 11:24,9.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:10,3/15/13 11:24,1,1,NA,43,2,5,1,5,5,5,5,6,5,5,4,5,6,5,5,6,5,6,4,4,5,5,5,4,1,6,6,6,6,5,4,5,5,5,5,6,5,6,5,5,7,6,6,7,5,6,3,5,5,4,6,5,5,7,6,5,3,6,5,5,5,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,6,7,5,5,6,3,6,6,5,5,6,6,4,4,3/15/13 11:10,3/15/13 11:24,13.9
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:11,3/15/13 11:25,1,1,NA,21,1,5,1,2,3,3,3,3,2,3,2,3,4,2,3,5,6,5,5,2,2,2,6,3,1,3,2,5,3,2,2,2,3,3,5,3,6,4,3,3,2,3,3,2,2,3,3,2,2,3,2,3,2,4,2,2,2,3,2,3,3,3,5,3,6,6,5,3,6,3,4,3,6,6,3,2,3,3,2,3,6,3,4,2,2,3,2,3,2,3,3/15/13 11:11,3/15/13 11:25,14.3
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:15,3/15/13 11:25,1,1,NA,28,2,5,1,3,4,4,6,4,5,5,5,4,6,6,7,5,2,4,6,4,5,4,5,5,5,6,4,4,4,5,2,6,5,5,4,5,3,5,5,5,5,5,6,5,4,6,5,4,6,5,5,3,5,6,1,3,4,5,6,4,4,4,7,5,4,7,4,7,3,7,3,4,6,4,5,5,5,6,4,4,5,5,4,5,5,5,4,4,4,2,3/15/13 11:15,3/15/13 11:25,9.8
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:16,3/15/13 11:25,1,1,NA,51,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3/15/13 11:16,3/15/13 11:25,9.133333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:17,3/15/13 11:25,1,1,NA,63,1,5,1,2,2,1,3,2,5,5,3,4,3,2,2,2,6,6,5,2,3,4,7,7,2,2,2,2,1,1,1,2,3,2,1,2,3,3,2,2,3,4,1,3,2,3,4,1,1,1,3,2,2,3,2,6,1,3,2,2,2,2,3,2,3,1,5,2,2,3,5,2,3,3,2,1,2,4,2,1,4,2,2,3,3,5,4,3,2,2,3/15/13 11:17,3/15/13 11:25,7.866666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:17,3/15/13 11:25,1,1,NA,22,1,2,1,6,5,6,6,6,6,6,5,5,6,6,7,6,5,7,7,5,4,5,5,5,5,5,5,6,6,6,4,6,5,5,5,3,5,7,6,5,5,3,6,6,5,6,5,4,2,3,6,5,5,5,5,3,4,6,5,6,5,7,6,6,6,5,5,6,6,6,3,5,5,5,5,5,5,5,3,5,5,6,5,5,5,6,6,6,5,5,3/15/13 11:17,3/15/13 11:25,8.783333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:17,3/15/13 11:26,1,1,NA,25,2,5,1,6,3,2,1,5,6,3,2,6,3,5,5,5,6,5,3,3,5,6,5,6,6,5,3,3,3,5,5,5,5,3,2,5,6,3,5,5,3,5,5,5,5,5,6,3,5,3,2,3,3,3,3,4,3,5,5,5,2,4,4,3,5,4,5,5,6,5,3,4,6,5,5,4,3,3,3,3,5,2,3,3,2,3,3,5,3,2,3/15/13 11:17,3/15/13 11:26,8.916666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:02,3/15/13 11:26,1,1,NA,30,1,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,5,6,2,5,6,6,5,6,3,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,4,2,3/15/13 11:02,3/15/13 11:26,24.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:15,3/15/13 11:26,1,1,NA,24,1,5,1,3,2,2,2,2,6,6,6,6,4,4,2,3,6,6,6,1,4,2,2,2,2,2,2,2,2,2,5,2,3,2,2,2,2,2,2,2,3,3,3,5,2,3,2,2,2,2,3,2,2,4,3,2,2,4,2,2,2,2,3,3,3,3,3,2,2,2,3,2,6,2,3,2,2,5,1,2,4,2,2,2,2,3,2,2,2,2,3/15/13 11:15,3/15/13 11:26,10.85
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:19,3/15/13 11:27,1,1,NA,32,2,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,2,6,2,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,3,6,6,2,6,6,7,3/15/13 11:19,3/15/13 11:27,7.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:16,3/15/13 11:27,1,1,NA,22,2,5,1,6,3,2,6,6,6,5,2,6,5,6,5,6,5,6,5,1,5,4,3,6,3,3,2,2,2,2,2,5,5,2,3,6,6,3,3,5,5,6,5,5,3,7,2,6,2,2,7,6,2,3,5,5,3,7,6,5,2,3,5,3,6,6,5,5,6,5,5,2,5,6,3,2,2,7,5,2,6,5,5,6,5,1,5,5,2,5,3/15/13 11:16,3/15/13 11:27,11.2
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:19,3/15/13 11:28,1,1,NA,34,2,5,1,6,6,6,3,6,6,6,5,6,6,6,6,6,2,6,6,6,6,6,6,6,4,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,3,6,6,2,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,2,7,6,6,6,6,6,6,6,2,6,6,6,6,6,2,6,6,6,6,2,6,6,2,6,6,7,3/15/13 11:19,3/15/13 11:28,8.783333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:19,3/15/13 11:29,1,1,NA,20,1,5,1,5,5,1,3,3,5,6,4,5,5,6,5,2,5,7,6,5,5,3,5,3,3,7,5,2,2,6,3,3,3,2,2,3,2,5,4,5,3,5,2,5,2,5,5,2,3,5,6,3,5,5,4,3,2,6,3,3,2,4,2,5,3,5,3,6,7,6,3,3,3,5,3,3,3,5,5,3,5,2,5,5,4,5,5,2,5,1,3/15/13 11:19,3/15/13 11:29,9.083333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:18,3/15/13 11:29,1,1,NA,27,1,11,1,4,4,4,4,4,4,5,4,5,4,4,4,5,4,6,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,1,3/15/13 11:18,3/15/13 11:29,11.13333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:20,3/15/13 11:29,1,1,NA,24,1,5,1,5,3,2,3,5,5,4,3,4,3,5,4,5,2,4,4,3,4,4,5,3,3,5,4,3,2,3,3,5,4,2,3,4,5,3,4,3,5,5,5,3,4,5,5,3,3,2,4,3,3,5,5,4,4,4,3,4,3,5,4,3,5,5,5,4,5,4,4,3,4,3,3,3,3,5,4,3,5,3,3,4,4,3,3,5,3,3,3/15/13 11:20,3/15/13 11:29,9.116666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:20,3/15/13 11:29,1,1,NA,23,1,5,1,6,5,6,5,6,5,6,5,5,6,6,5,6,3,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,5,6,5,5,6,6,5,6,6,5,5,3,6,6,6,6,6,5,6,6,6,6,6,6,6,3,5,6,6,6,6,5,5,6,5,5,6,5,6,6,6,6,6,4,6,3,2,6,5,6,5,5,6,6,3,6,5,5,3/15/13 11:20,3/15/13 11:29,9.116666667
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:21,3/15/13 11:29,1,1,NA,42,1,5,1,5,5,3,5,5,6,4,4,5,3,5,5,6,4,6,5,4,5,5,5,6,5,5,5,3,5,5,4,5,4,4,2,4,6,5,4,5,5,6,5,6,1,5,6,5,5,4,4,5,5,6,6,5,4,6,5,5,3,5,4,5,5,4,6,5,5,5,5,2,6,5,4,5,4,4,6,4,4,2,3,4,3,5,2,5,3,2,3/15/13 11:21,3/15/13 11:29,8.733333333
NA,Default Response Set,Anonymous,NA,NA,NA,0,3/15/13 11:20,3/15/13 11:29,1,1,NA,31,1,5,1,5,5,5,4,5,4,5,5,6,5,5,5,6,3,5,6,5,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,4,5,6,5,5,5,5,5,6,5,6,5,4,5,5,5,5,4,5,4,5,5,5,3,5,5,4,5,4,7,5,6,6,5,5,3,5,5,5,3,4,5,7,5,5,5,5,5,5,5,5,5,5,5,3,3/15/13 11:20,3/15/13 11:29,9.633333333
